Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10,CIK
KIM^J,Kimco Realty Corporation,23.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^j,NA,NA
KIM^K,Kimco Realty Corporation,23.7629,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^k,NA,NA
KIM^L,Kimco Realty Corporation,22.08,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^l,NA,NA
KIM^M,Kimco Realty Corporation,22.36,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^m,NA,NA
KMI,"Kinder Morgan, Inc.",17.06,37635497629.04,n/a,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi,NA,1506307
KMI^A,"Kinder Morgan, Inc.",35.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kmi^a,NA,NA
KND,"Kindred Healthcare, Inc.",8.95,702468861.95,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/knd,NA,1060009
KFS,"Kingsway Financial Services, Inc.",5.7,134866873.5,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kfs,NA,1072627
KGC,Kinross Gold Corporation,3.94,4913315705.42,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc,NA,701818
KEX,Kirby Corporation,75.95,4533987150,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex,NA,56047
KL,Kirkland Lake Gold Ltd.,14.86,3134640976.24,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl,NA,1713443
KRG,Kite Realty Group Trust,15.48,1294221932.64,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krg,NA,1286043
KKR,KKR & Co. L.P.,22.23,10616434385.31,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr,NA,1404912
KKR^A,KKR & Co. L.P.,26.22,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^a,NA,NA
KKR^B,KKR & Co. L.P.,25.9688,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^b,NA,NA
KIO,KKR Income Opportunities Fund,15.64,318122526.6,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio,NA,1515940
KREF,KKR Real Estate Finance Trust Inc.,19.72,1058676876.8,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref,NA,1631596
KMG,"KMG Chemicals, Inc.",61.86,950933509.14,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kmg,NA,1028215
KNX,"Knight Transportation, Inc.",48.75,8674264950,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx,NA,1492691
KNL,"Knoll, Inc.",22.18,1094580249.68,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl,NA,1011570
KNOP,KNOT Offshore Partners LP,21.15,628030088.1,n/a,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop,NA,1564180
KN,Knowles Corporation,14.3,1279728035.3,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn,NA,1587523
KSS,Kohl&#39;s Corporation,65.61,11022794075.07,n/a,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss,NA,885639
PHG,Koninklijke Philips N.V.,38.99,36528210390,n/a,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg,NA,313216
KOP,Koppers Holdings Inc.,40.75,845377535.75,n/a,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop,NA,1315257
KEP,Korea Electric Power Corporation,15.46,19849529260.84,n/a,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep,NA,887225
KF,"Korea Fund, Inc. (The)",42.34,241554230.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf,NA,748691
KFY,Korn/Ferry International,41.59,2350371594.18,n/a,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy,NA,56679
KOS,Kosmos Energy Ltd.,5.73,2231006235.72,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos,NA,1509991
KRA,Kraton Corporation,49.85,1560111631.85,n/a,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra,NA,1321646
KR,Kroger Company (The),28.69,25286269869.86,n/a,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr,NA,56873
KRO,Kronos Worldwide Inc,24.52,2841919442.96,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro,NA,1257640
KT,KT Corporation,13.24,6486849106.64,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt,NA,892450
KYO,Kyocera Corporation,58.98,21687425507.4,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/kyo,NA,57083
LB,"L Brands, Inc.",48.92,13808412458.84,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb,NA,701985
SCX,L.S. Starrett Company (The),8.25,57913102.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx,NA,93676
LLL,"L3 Technologies, Inc.",212.89,16635682313.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lll,NA,1039101
LQ,La Quinta Holdings Inc.,19,2210158014,n/a,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lq,NA,1040649
LH,Laboratory Corporation of America Holdings,177.79,18099022e3,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/lh,NA,920148
LADR,Ladder Capital Corp,14.78,1636855055.72,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr,NA,1577670
LW,"Lamb Weston Holdings, Inc.",55.58,8127134644.3,n/a,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw,NA,1679273
LCI,Lannett Co Inc,17.05,645233380,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lci,NA,57725
LPI,"Laredo Petroleum, Inc.",8.36,2027404792.6,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi,NA,1528129
LVS,Las Vegas Sands Corp.,75.02,59301810350.2,n/a,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs,NA,1300514
LHO,LaSalle Hotel Properties,28.64,3242958179.2,n/a,1998,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lho,NA,1053532
LHO^I,LaSalle Hotel Properties,24.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lho^i,NA,NA
LHO^J,LaSalle Hotel Properties,24.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lho^j,NA,NA
LTM,LATAM Airlines Group S.A.,15.92,9654010472.56,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm,NA,1076195
LDF,"Latin American Discovery Fund, Inc. (The)",12.45,83658347.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldf,NA,NA
LGI,Lazard Global Total Return and Income Fund,18.53,177985041.61,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/lgi,NA,NA
LAZ,Lazard Ltd.,55.4,6644977043.6,n/a,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz,NA,1311370
LOR,"Lazard World Dividend & Income Fund, Inc.",11.8401,81462054.7383,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/lor,NA,NA
LZB,La-Z-Boy Incorporated,29.1,1376939162.7,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/lzb,NA,57131
LCII,LCI Industries,113.75,2836967428.75,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii,NA,763744
LFGR,Leaf Group Ltd.,7.95,165683994.3,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lfgr,NA,1365038
LEA,Lear Corporation,189.57,12686049044.1,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea,NA,842162
LEE,"Lee Enterprises, Incorporated",2.45,139851042.1,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee,NA,58361
LGC,Legacy Acquisition Corp.,9.55,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc,NA,1698113
LGC.U,Legacy Acquisition Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/lgc.u,NA,NA
LGC.WS,Legacy Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgc.ws,NA,NA
LM,"Legg Mason, Inc.",39.97,3379075311.36,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm,NA,704051
LMHA,"Legg Mason, Inc.",26.05,0,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha,NA,NA
